T,O,G,value
582,2,PV,0.03
583,2,PV,0.44
584,2,PV,0.03
585,2,PV,0.44
586,2,PV,0.01
587,2,PV,0.46
588,2,PV,0.01
589,2,PV,0.04
590,2,PV,0.01
591,2,PV,0
592,2,PV,0.08
593,2,PV,0.07
594,2,PV,0
595,2,PV,0.16
596,2,PV,0
597,2,PV,0.12
598,2,PV,0
599,2,PV,0
600,2,PV,0.13
601,2,PV,0.03
602,2,PV,0.01
603,2,PV,0.41
604,2,PV,0.01
605,2,PV,0
606,2,PV,0.02
607,2,PV,0.04
608,2,PV,0.08
609,2,PV,0.02
610,2,PV,0.45
611,2,PV,0.03
612,2,PV,0
613,2,PV,0.09
614,2,PV,0
615,2,PV,0.04
616,2,PV,0.02
617,2,PV,0.37
618,2,PV,0
619,2,PV,0.04
620,2,PV,0.43
621,2,PV,0.03
622,2,PV,0
623,2,PV,0.03
624,2,PV,0.46
625,2,PV,0.01
626,2,PV,0.4
627,2,PV,0
628,2,PV,0.03
629,2,PV,0.02
630,2,PV,0.02
631,2,PV,0
632,2,PV,0.2
633,2,PV,0.04
634,2,PV,0
635,2,PV,0.02
636,2,PV,0
637,2,PV,0.02
638,2,PV,0
639,2,PV,0.06
640,2,PV,0.03
641,2,PV,0
642,2,PV,0.02
643,2,PV,0
644,2,PV,0.05
645,2,PV,0
646,2,PV,0.08
647,2,PV,0
648,2,PV,0.04
649,2,PV,0
650,2,PV,0.02
651,2,PV,0.02
652,2,PV,0.01
653,2,PV,0
654,2,PV,0.02
655,2,PV,0
656,2,PV,0
657,2,PV,0.01
658,2,PV,0.02
659,2,PV,0
660,2,PV,0.04
661,2,PV,0.01
662,2,PV,0
663,2,PV,0.02
664,2,PV,0
665,2,PV,0.02
666,2,PV,0
667,2,PV,0.03
668,2,PV,0
669,2,PV,0
670,2,PV,0.1
671,2,PV,0
672,2,PV,0.01
673,2,PV,0
674,2,PV,0.03
675,2,PV,0
676,2,PV,0
677,2,PV,0.04
678,2,PV,0
679,2,PV,0.07
680,2,PV,0
681,2,PV,0
682,2,PV,0.01
683,2,PV,0
684,2,PV,0.05
685,2,PV,0
686,2,PV,0.02
687,2,PV,0.04
688,2,PV,0
689,2,PV,0.07
690,2,PV,0
691,2,PV,0.15
692,2,PV,0
693,2,PV,0.02
694,2,PV,0
695,2,PV,0.02
696,2,PV,0
697,2,PV,0.01
698,2,PV,0
699,2,PV,0.01
700,2,PV,0
701,2,PV,0.01
702,2,PV,0.01
703,2,PV,0
704,2,PV,0
705,2,PV,0
706,2,PV,0
707,2,PV,0.01
708,2,PV,0
709,2,PV,0.02
710,2,PV,0
711,2,PV,0.11
712,2,PV,0
713,2,PV,0.01
714,2,PV,0
715,2,PV,0
716,2,PV,0
717,2,PV,0.03
718,2,PV,0
719,2,PV,0
720,2,PV,0.06
1,3,PV,0
2,3,PV,0.02
3,3,PV,0
4,3,PV,0.03
5,3,PV,0
6,3,PV,0.01
7,3,PV,0
8,3,PV,0.02
9,3,PV,0
10,3,PV,0.12
11,3,PV,0.01
12,3,PV,0.02
13,3,PV,0
14,3,PV,0.01
15,3,PV,0
16,3,PV,0
17,3,PV,0.18
18,3,PV,0.01
19,3,PV,0
20,3,PV,0.01
21,3,PV,0
22,3,PV,0.02
23,3,PV,0.02
24,3,PV,0
25,3,PV,0.14
26,3,PV,0
27,3,PV,0.12
28,3,PV,0
29,3,PV,0.06
30,3,PV,0.01
31,3,PV,0.33
32,3,PV,0.01
33,3,PV,0.08
34,3,PV,0
35,3,PV,0.26
36,3,PV,0.02
37,3,PV,0.03
38,3,PV,0.01
39,3,PV,0
40,3,PV,0.03
41,3,PV,0.02
42,3,PV,0
43,3,PV,0.17
44,3,PV,0.01
45,3,PV,0
46,3,PV,0.02
47,3,PV,0
48,3,PV,0.05
49,3,PV,0
50,3,PV,0.2
51,3,PV,0
52,3,PV,0.02
53,3,PV,0
54,3,PV,0.04
55,3,PV,0
56,3,PV,0.17
57,3,PV,0
58,3,PV,0
59,3,PV,0.1
60,3,PV,0.04
61,3,PV,0.01
62,3,PV,0.34
63,3,PV,0.01
64,3,PV,0.43
65,3,PV,0.01
66,3,PV,0
67,3,PV,0.02
68,3,PV,0.03
69,3,PV,0.45
70,3,PV,0.02
71,3,PV,0
72,3,PV,0.36
73,3,PV,0.01
74,3,PV,0.42
75,3,PV,0.03
76,3,PV,0
77,3,PV,0.01
78,3,PV,0
79,3,PV,0.08
80,3,PV,0
81,3,PV,0.03
82,3,PV,0
83,3,PV,0.24
84,3,PV,0.01
85,3,PV,0.07
86,3,PV,0
87,3,PV,0.04
88,3,PV,0.05
89,3,PV,0.05
90,3,PV,0
91,3,PV,0.09
92,3,PV,0
93,3,PV,0.08
94,3,PV,0.04
95,3,PV,0.01
96,3,PV,0.47
97,3,PV,0.02
98,3,PV,0
99,3,PV,0.03
100,3,PV,0.44
101,3,PV,0.04
102,3,PV,0.01
103,3,PV,0.1
104,3,PV,0
105,3,PV,0.16
106,3,PV,0.02
107,3,PV,0.1
108,3,PV,0.01
109,3,PV,0.36
110,3,PV,0.08
111,3,PV,0.01
112,3,PV,0.02
113,3,PV,0.03
114,3,PV,0.05
115,3,PV,0.01
116,3,PV,0.34
117,3,PV,0.01
118,3,PV,0.27
119,3,PV,0.01
120,3,PV,0.29
121,3,PV,0.01
122,3,PV,0
123,3,PV,0.17
124,3,PV,0.05
125,3,PV,0.06
126,3,PV,0.08
127,3,PV,0.02
128,3,PV,0.42
129,3,PV,0.01
130,3,PV,0
131,3,PV,0.25
132,3,PV,0.02
133,3,PV,0.35
134,3,PV,0.03
135,3,PV,0.43
136,3,PV,0.01
137,3,PV,0.01
138,3,PV,0.28
139,3,PV,0.03
140,3,PV,0.13
141,3,PV,0.02
142,3,PV,0.56
143,3,PV,0.06
144,3,PV,0.06
145,3,PV,0.65
146,3,PV,0.04
147,3,PV,0.04
148,3,PV,0.4
149,3,PV,0.02
150,3,PV,0.03
151,3,PV,0.54
152,3,PV,0.02
153,3,PV,0.03
154,3,PV,0.57
155,3,PV,0.02
156,3,PV,0.62
157,3,PV,0.02
158,3,PV,0.1
159,3,PV,0.01
160,3,PV,0.46
161,3,PV,0.02
162,3,PV,0.49
163,3,PV,0.02
164,3,PV,0.58
165,3,PV,0.01
166,3,PV,0.02
167,3,PV,0.52
168,3,PV,0.05
169,3,PV,0.02
170,3,PV,0.31
171,3,PV,0.03
172,3,PV,0.57
173,3,PV,0.01
174,3,PV,0.51
175,3,PV,0.01
176,3,PV,0.12
177,3,PV,0.06
178,3,PV,0.02
179,3,PV,0.39
180,3,PV,0.01
181,3,PV,0.3
182,3,PV,0.57
183,3,PV,0.04
184,3,PV,0.06
185,3,PV,0.28
186,3,PV,0.01
187,3,PV,0.41
188,3,PV,0.01
189,3,PV,0.06
190,3,PV,0.03
191,3,PV,0.38
192,3,PV,0.07
193,3,PV,0.01
194,3,PV,0.36
195,3,PV,0.04
196,3,PV,0.47
197,3,PV,0.07
198,3,PV,0.01
199,3,PV,0.46
200,3,PV,0.05
201,3,PV,0.4
202,3,PV,0.02
203,3,PV,0.47
204,3,PV,0.03
205,3,PV,0.38
206,3,PV,0.04
207,3,PV,0.62
208,3,PV,0.04
209,3,PV,0.02
210,3,PV,0.11
211,3,PV,0.03
212,3,PV,0.3
213,3,PV,0.03
214,3,PV,0.33
215,3,PV,0.01
216,3,PV,0.28
217,3,PV,0.02
218,3,PV,0.4
219,3,PV,0.03
220,3,PV,0.33
221,3,PV,0.02
222,3,PV,0.43
223,3,PV,0.04
224,3,PV,0.4
225,3,PV,0.02
226,3,PV,0.11
227,3,PV,0.09
228,3,PV,0.49
229,3,PV,0.05
230,3,PV,0.56
231,3,PV,0.05
232,3,PV,0.72
233,3,PV,0.08
234,3,PV,0.02
235,3,PV,0.58
236,3,PV,0.05
237,3,PV,0.68
238,3,PV,0.05
239,3,PV,0.66
240,3,PV,0.07
241,3,PV,0.1
242,3,PV,0.61
243,3,PV,0.07
244,3,PV,0.41
245,3,PV,0.04
246,3,PV,0.48
247,3,PV,0.04
248,3,PV,0.3
249,3,PV,0.03
250,3,PV,0.01
251,3,PV,0.3
252,3,PV,0.04
253,3,PV,0.59
254,3,PV,0.06
255,3,PV,0.02
256,3,PV,0.22
257,3,PV,0.03
258,3,PV,0.26
259,3,PV,0.01
260,3,PV,0.33
261,3,PV,0.71
262,3,PV,0.16
263,3,PV,0.01
264,3,PV,0.07
265,3,PV,0.27
266,3,PV,0.02
267,3,PV,0.3
268,3,PV,0.04
269,3,PV,0.43
270,3,PV,0.05
271,3,PV,0.05
272,3,PV,0.42
273,3,PV,0.05
274,3,PV,0.44
275,3,PV,0.07
276,3,PV,0.67
277,3,PV,0.08
278,3,PV,0.68
279,3,PV,0.06
280,3,PV,0.42
281,3,PV,0.03
282,3,PV,0.58
283,3,PV,0.08
284,3,PV,0.66
285,3,PV,0.07
286,3,PV,0.05
287,3,PV,0.51
288,3,PV,0.03
289,3,PV,0.67
290,3,PV,0.07
291,3,PV,0.66
292,3,PV,0.09
293,3,PV,0.7
294,3,PV,0.06
295,3,PV,0.57
296,3,PV,0.06
297,3,PV,0.41
298,3,PV,0.03
299,3,PV,0.21
300,3,PV,0.04
301,3,PV,0.47
302,3,PV,0.07
303,3,PV,0.66
304,3,PV,0.08
305,3,PV,0.62
306,3,PV,0.05
307,3,PV,0.67
308,3,PV,0.11
309,3,PV,0.04
310,3,PV,0.63
311,3,PV,0.12
312,3,PV,0.06
313,3,PV,0.52
314,3,PV,0.02
315,3,PV,0.1
316,3,PV,0.08
317,3,PV,0.57
318,3,PV,0.02
319,3,PV,0.04
320,3,PV,0.66
321,3,PV,0.06
322,3,PV,0.45
323,3,PV,0.05
324,3,PV,0.45
325,3,PV,0.06
326,3,PV,0.43
327,3,PV,0.03
328,3,PV,0.55
329,3,PV,0.07
330,3,PV,0.6
331,3,PV,0.07
332,3,PV,0.61
333,3,PV,0.08
334,3,PV,0.11
335,3,PV,0.59
336,3,PV,0.06
337,3,PV,0.55
338,3,PV,0.09
339,3,PV,0.02
340,3,PV,0.39
341,3,PV,0.04
342,3,PV,0.49
343,3,PV,0.07
344,3,PV,0.59
345,3,PV,0.09
346,3,PV,0.43
347,3,PV,0.05
348,3,PV,0.66
349,3,PV,0.28
350,3,PV,0.03
351,3,PV,0.26
352,3,PV,0.02
353,3,PV,0.25
354,3,PV,0.05
355,3,PV,0.41
356,3,PV,0.06
357,3,PV,0.68
358,3,PV,0.09
359,3,PV,0.01
360,3,PV,0.1
361,3,PV,0.52
362,3,PV,0.05
363,3,PV,0.55
364,3,PV,0.02
365,3,PV,0.3
366,3,PV,0.02
367,3,PV,0.29
368,3,PV,0.06
369,3,PV,0.44
370,3,PV,0.05
371,3,PV,0.41
372,3,PV,0.03
373,3,PV,0.52
374,3,PV,0.05
375,3,PV,0.66
376,3,PV,0.05
377,3,PV,0.17
378,3,PV,0.02
379,3,PV,0.42
380,3,PV,0.06
381,3,PV,0.01
382,3,PV,0.22
383,3,PV,0.02
384,3,PV,0.15
385,3,PV,0.03
386,3,PV,0.44
387,3,PV,0.03
388,3,PV,0.11
389,3,PV,0.02
390,3,PV,0.46
391,3,PV,0.05
392,3,PV,0.51
393,3,PV,0.02
394,3,PV,0.38
395,3,PV,0.07
396,3,PV,0.47
397,3,PV,0.05
398,3,PV,0.59
399,3,PV,0.05
400,3,PV,0.08
401,3,PV,0.03
402,3,PV,0.5
403,3,PV,0.02
404,3,PV,0.34
405,3,PV,0.03
406,3,PV,0.5
407,3,PV,0.04
408,3,PV,0.01
409,3,PV,0.23
410,3,PV,0.01
411,3,PV,0.23
412,3,PV,0.04
413,3,PV,0.62
414,3,PV,0.13
415,3,PV,0.03
416,3,PV,0.62
417,3,PV,0.09
418,3,PV,0.61
419,3,PV,0.05
420,3,PV,0.6
421,3,PV,0.04
422,3,PV,0.53
423,3,PV,0.05
424,3,PV,0.49
425,3,PV,0.05
426,3,PV,0.52
427,3,PV,0.06
428,3,PV,0.66
429,3,PV,0.05
430,3,PV,0.03
431,3,PV,0.36
432,3,PV,0.02
433,3,PV,0.06
434,3,PV,0.4
435,3,PV,0.05
436,3,PV,0.59
437,3,PV,0.03
438,3,PV,0.47
439,3,PV,0.02
440,3,PV,0.45
441,3,PV,0.04
442,3,PV,0.48
443,3,PV,0.02
444,3,PV,0.34
445,3,PV,0.03
446,3,PV,0.55
447,3,PV,0.03
448,3,PV,0.33
449,3,PV,0.02
450,3,PV,0.53
451,3,PV,0.04
452,3,PV,0.38
453,3,PV,0.05
454,3,PV,0.41
455,3,PV,0.06
456,3,PV,0.49
457,3,PV,0.05
458,3,PV,0.44
459,3,PV,0.05
460,3,PV,0.55
461,3,PV,0.02
462,3,PV,0.1
463,3,PV,0.63
464,3,PV,0.04
465,3,PV,0.22
466,3,PV,0.02
467,3,PV,0.35
468,3,PV,0.01
469,3,PV,0.07
470,3,PV,0.6
471,3,PV,0.07
472,3,PV,0.48
473,3,PV,0.01
474,3,PV,0.41
475,3,PV,0.02
476,3,PV,0.47
477,3,PV,0.02
478,3,PV,0.37
479,3,PV,0.06
480,3,PV,0.3
481,3,PV,0.04
482,3,PV,0.62
483,3,PV,0.05
484,3,PV,0.01
485,3,PV,0.12
486,3,PV,0.01
487,3,PV,0.59
488,3,PV,0.07
489,3,PV,0.05
490,3,PV,0.02
491,3,PV,0.58
492,3,PV,0.02
493,3,PV,0.1
494,3,PV,0.01
495,3,PV,0
496,3,PV,0.22
497,3,PV,0.09
498,3,PV,0.07
499,3,PV,0.61
500,3,PV,0.1
501,3,PV,0.02
502,3,PV,0.3
503,3,PV,0.02
504,3,PV,0.39
505,3,PV,0.01
506,3,PV,0.43
507,3,PV,0.01
508,3,PV,0.13
509,3,PV,0.01
510,3,PV,0.4
511,3,PV,0.02
512,3,PV,0.47
513,3,PV,0.01
514,3,PV,0.46
515,3,PV,0.05
516,3,PV,0
517,3,PV,0.1
518,3,PV,0.01
519,3,PV,0.25
520,3,PV,0.01
521,3,PV,0.43
522,3,PV,0.04
523,3,PV,0
524,3,PV,0.04
525,3,PV,0.45
526,3,PV,0.01
527,3,PV,0.53
528,3,PV,0.03
529,3,PV,0.33
530,3,PV,0.01
531,3,PV,0.31
532,3,PV,0.01
533,3,PV,0.11
534,3,PV,0
535,3,PV,0.16
536,3,PV,0.03
537,3,PV,0.44
538,3,PV,0.05
539,3,PV,0.41
540,3,PV,0.03
541,3,PV,0.53
542,3,PV,0
543,3,PV,0.5
544,3,PV,0.03
545,3,PV,0.38
546,3,PV,0.02
547,3,PV,0.4
548,3,PV,0.03
549,3,PV,0.49
550,3,PV,0.02
551,3,PV,0.57
552,3,PV,0.1
553,3,PV,0.01
554,3,PV,0.36
555,3,PV,0
556,3,PV,0.42
557,3,PV,0.02
558,3,PV,0
559,3,PV,0.28
560,3,PV,0.04
561,3,PV,0.55
562,3,PV,0.04
563,3,PV,0.37
564,3,PV,0.05
565,3,PV,0
566,3,PV,0.04
567,3,PV,0.52
568,3,PV,0.05
569,3,PV,0.02
570,3,PV,0.48
571,3,PV,0.03
572,3,PV,0
573,3,PV,0.53
574,3,PV,0.04
575,3,PV,0.43
576,3,PV,0.06
577,3,PV,0.01
578,3,PV,0.1
579,3,PV,0.01
580,3,PV,0.39
581,3,PV,0
582,3,PV,0.01
583,3,PV,0.39
584,3,PV,0.01
585,3,PV,0.01
586,3,PV,0.13
587,3,PV,0.01
588,3,PV,0.32
589,3,PV,0.03
590,3,PV,0
591,3,PV,0.14
592,3,PV,0
593,3,PV,0.07
594,3,PV,0
595,3,PV,0.04
596,3,PV,0.03
597,3,PV,0.08
598,3,PV,0
599,3,PV,0.33
600,3,PV,0.02
601,3,PV,0.5
602,3,PV,0.03
603,3,PV,0.05
604,3,PV,0.01
605,3,PV,0.33
606,3,PV,0.03
607,3,PV,0
608,3,PV,0.04
609,3,PV,0.03
610,3,PV,0.01
611,3,PV,0
612,3,PV,0.28
613,3,PV,0
614,3,PV,0.08
615,3,PV,0.01
616,3,PV,0.01
617,3,PV,0.02
618,3,PV,0
619,3,PV,0.08
620,3,PV,0
621,3,PV,0.09
622,3,PV,0.03
623,3,PV,0.07
624,3,PV,0
625,3,PV,0.03
626,3,PV,0
627,3,PV,0.02
628,3,PV,0
629,3,PV,0.09
630,3,PV,0.07
631,3,PV,0.01
632,3,PV,0.02
633,3,PV,0.33
634,3,PV,0.02
635,3,PV,0.02
636,3,PV,0.11
637,3,PV,0
638,3,PV,0.05
639,3,PV,0
640,3,PV,0.06
641,3,PV,0
642,3,PV,0
643,3,PV,0.02
644,3,PV,0
645,3,PV,0.4
646,3,PV,0.02
647,3,PV,0.04
648,3,PV,0
649,3,PV,0.2
650,3,PV,0.01
651,3,PV,0.1
652,3,PV,0
653,3,PV,0.01
654,3,PV,0
655,3,PV,0.01
656,3,PV,0
657,3,PV,0.01
658,3,PV,0
659,3,PV,0.02
660,3,PV,0
661,3,PV,0.02
662,3,PV,0.05
663,3,PV,0.31
664,3,PV,0.01
665,3,PV,0
666,3,PV,0.01
667,3,PV,0
668,3,PV,0.03
669,3,PV,0
670,3,PV,0.04
671,3,PV,0
672,3,PV,0.03
673,3,PV,0
674,3,PV,0.04
675,3,PV,0
676,3,PV,0.04
677,3,PV,0
678,3,PV,0.01
679,3,PV,0
680,3,PV,0.04
681,3,PV,0
682,3,PV,0
683,3,PV,0.07
684,3,PV,0
685,3,PV,0
686,3,PV,0
687,3,PV,0
688,3,PV,0
689,3,PV,0
690,3,PV,0.01
691,3,PV,0.01
692,3,PV,0
693,3,PV,0.04
694,3,PV,0
695,3,PV,0.03
696,3,PV,0
697,3,PV,0.02
698,3,PV,0.03
699,3,PV,0
700,3,PV,0
701,3,PV,0
702,3,PV,0
703,3,PV,0.04
704,3,PV,0
705,3,PV,0.02
706,3,PV,0
707,3,PV,0.03
708,3,PV,0
709,3,PV,0
710,3,PV,0
711,3,PV,0.02
712,3,PV,0.01
713,3,PV,0
714,3,PV,0.02
715,3,PV,0.05
716,3,PV,0.01
717,3,PV,0.04
718,3,PV,0
719,3,PV,0.02
720,3,PV,0
1,4,PV,0
2,4,PV,0.02
3,4,PV,0
4,4,PV,0.01
5,4,PV,0
6,4,PV,0.01
7,4,PV,0
8,4,PV,0.14
9,4,PV,0.02
10,4,PV,0
11,4,PV,0.01
12,4,PV,0
13,4,PV,0
14,4,PV,0
15,4,PV,0
16,4,PV,0
17,4,PV,0
18,4,PV,0.06
19,4,PV,0
20,4,PV,0.03
21,4,PV,0
22,4,PV,0.03
23,4,PV,0.02
24,4,PV,0.01
25,4,PV,0.01
26,4,PV,0
27,4,PV,0.07
28,4,PV,0
29,4,PV,0.08
30,4,PV,0.02
31,4,PV,0
32,4,PV,0.04
33,4,PV,0
34,4,PV,0.03
35,4,PV,0
36,4,PV,0.04
37,4,PV,0
38,4,PV,0.02
39,4,PV,0
40,4,PV,0.01
41,4,PV,0
42,4,PV,0.03
43,4,PV,0
44,4,PV,0.06
45,4,PV,0
46,4,PV,0
47,4,PV,0.02
48,4,PV,0.39
49,4,PV,0.01
50,4,PV,0
51,4,PV,0.1
52,4,PV,0.01
53,4,PV,0.05
54,4,PV,0
55,4,PV,0.05
56,4,PV,0.03
57,4,PV,0.01
58,4,PV,0.03
59,4,PV,0
60,4,PV,0.14
61,4,PV,0
62,4,PV,0.07
63,4,PV,0.02
64,4,PV,0.04
65,4,PV,0
66,4,PV,0
67,4,PV,0.06
68,4,PV,0.01
69,4,PV,0.03
70,4,PV,0
71,4,PV,0
72,4,PV,0.05
73,4,PV,0
74,4,PV,0.04
75,4,PV,0
76,4,PV,0.09
77,4,PV,0.06
78,4,PV,0.01
79,4,PV,0.11
80,4,PV,0
81,4,PV,0.11
82,4,PV,0
83,4,PV,0.08
84,4,PV,0
85,4,PV,0.01
86,4,PV,0
87,4,PV,0.28
88,4,PV,0.07
89,4,PV,0.01
90,4,PV,0.04
91,4,PV,0.02
92,4,PV,0.4
93,4,PV,0.01
94,4,PV,0.31
95,4,PV,0.01
96,4,PV,0
97,4,PV,0.04
98,4,PV,0
99,4,PV,0.12
100,4,PV,0
101,4,PV,0.37
102,4,PV,0
103,4,PV,0.14
104,4,PV,0.01
105,4,PV,0.49
106,4,PV,0.02
107,4,PV,0.36
108,4,PV,0.02
109,4,PV,0.5
110,4,PV,0.01
111,4,PV,0.01
112,4,PV,0.55
113,4,PV,0.01
114,4,PV,0.54
115,4,PV,0.02
116,4,PV,0
117,4,PV,0.04
118,4,PV,0
119,4,PV,0.14
120,4,PV,0.1
121,4,PV,0.04
122,4,PV,0.42
123,4,PV,0.03
124,4,PV,0
125,4,PV,0.21
126,4,PV,0
127,4,PV,0.05
128,4,PV,0.03
129,4,PV,0.01
130,4,PV,0.07
131,4,PV,0.01
132,4,PV,0.57
133,4,PV,0.07
134,4,PV,0
135,4,PV,0.13
136,4,PV,0
137,4,PV,0.08
138,4,PV,0
139,4,PV,0.3
140,4,PV,0.01
141,4,PV,0.01
142,4,PV,0.18
143,4,PV,0.03
144,4,PV,0.02
145,4,PV,0.04
146,4,PV,0.21
147,4,PV,0.03
148,4,PV,0.05
149,4,PV,0.21
150,4,PV,0.02
151,4,PV,0.25
152,4,PV,0.06
153,4,PV,0.44
154,4,PV,0.02
155,4,PV,0.41
156,4,PV,0
157,4,PV,0.35
158,4,PV,0.05
159,4,PV,0.36
160,4,PV,0.03
161,4,PV,0.52
162,4,PV,0.05
163,4,PV,0.41
164,4,PV,0.02
165,4,PV,0.52
166,4,PV,0.01
167,4,PV,0.52
168,4,PV,0.01
169,4,PV,0.62
170,4,PV,0.02
171,4,PV,0.48
172,4,PV,0.03
173,4,PV,0.49
174,4,PV,0.01
175,4,PV,0.48
176,4,PV,0.01
177,4,PV,0.51
178,4,PV,0.04
179,4,PV,0.46
180,4,PV,0.04
181,4,PV,0.52
182,4,PV,0.03
183,4,PV,0.54
184,4,PV,0.03
185,4,PV,0.43
186,4,PV,0.01
187,4,PV,0.16
188,4,PV,0.01
189,4,PV,0.39
190,4,PV,0.02
191,4,PV,0.41
192,4,PV,0.06
193,4,PV,0.61
194,4,PV,0.05
195,4,PV,0.4
196,4,PV,0.02
197,4,PV,0.58
198,4,PV,0.01
199,4,PV,0.43
200,4,PV,0.02
201,4,PV,0.05
202,4,PV,0.06
203,4,PV,0.59
204,4,PV,0.05
205,4,PV,0.06
206,4,PV,0.58
207,4,PV,0.02
208,4,PV,0.59
209,4,PV,0.06
210,4,PV,0.09
211,4,PV,0.34
212,4,PV,0.03
213,4,PV,0.49
214,4,PV,0.08
215,4,PV,0.02
216,4,PV,0.58
217,4,PV,0.02
218,4,PV,0.53
219,4,PV,0.1
220,4,PV,0.02
221,4,PV,0.29
222,4,PV,0.04
223,4,PV,0.01
224,4,PV,0.42
225,4,PV,0.61
226,4,PV,0.03
227,4,PV,0.01
228,4,PV,0.38
229,4,PV,0.03
230,4,PV,0.35
231,4,PV,0.05
232,4,PV,0.52
233,4,PV,0.09
234,4,PV,0.01
235,4,PV,0.38
236,4,PV,0.03
237,4,PV,0.29
238,4,PV,0.02
239,4,PV,0.07
240,4,PV,0.05
241,4,PV,0.55
242,4,PV,0.4
243,4,PV,0.05
244,4,PV,0.69
245,4,PV,0.04
246,4,PV,0.46
247,4,PV,0.05
248,4,PV,0.67
249,4,PV,0.03
250,4,PV,0.49
251,4,PV,0.03
252,4,PV,0.66
253,4,PV,0.05
254,4,PV,0.35
255,4,PV,0.03
256,4,PV,0.01
257,4,PV,0.29
258,4,PV,0.24
259,4,PV,0.02
260,4,PV,0.58
261,4,PV,0.62
262,4,PV,0.06
263,4,PV,0.37
264,4,PV,0.05
265,4,PV,0.48
266,4,PV,0.09
267,4,PV,0.03
268,4,PV,0.19
269,4,PV,0.05
270,4,PV,0.63
271,4,PV,0.05
272,4,PV,0.44
273,4,PV,0.02
274,4,PV,0.25
275,4,PV,0.01
276,4,PV,0.09
277,4,PV,0.57
278,4,PV,0.04
279,4,PV,0.53
280,4,PV,0.05
281,4,PV,0.36
282,4,PV,0.01
283,4,PV,0.11
284,4,PV,0.42
285,4,PV,0.04
286,4,PV,0.41
287,4,PV,0.06
288,4,PV,0.01
289,4,PV,0.32
290,4,PV,0.76
291,4,PV,0.09
292,4,PV,0.72
293,4,PV,0.07
294,4,PV,0.58
295,4,PV,0.03
296,4,PV,0.21
297,4,PV,0.06
298,4,PV,0.68
299,4,PV,0.04
300,4,PV,0.57
301,4,PV,0.03
302,4,PV,0.34
303,4,PV,0.72
304,4,PV,0.09
305,4,PV,0.62
306,4,PV,0.07
307,4,PV,0.6
308,4,PV,0.06
309,4,PV,0.03
310,4,PV,0.5
311,4,PV,0.03
312,4,PV,0.64
313,4,PV,0.07
314,4,PV,0.52
315,4,PV,0.02
316,4,PV,0.35
317,4,PV,0.04
318,4,PV,0.52
319,4,PV,0.11
320,4,PV,0.57
321,4,PV,0.07
322,4,PV,0.51
323,4,PV,0.05
324,4,PV,0.45
325,4,PV,0.06
326,4,PV,0.7
327,4,PV,0.08
328,4,PV,0.55
329,4,PV,0.05
330,4,PV,0.53
331,4,PV,0.03
332,4,PV,0.44
333,4,PV,0.07
334,4,PV,0.62
335,4,PV,0.06
336,4,PV,0.36
337,4,PV,0.04
338,4,PV,0.57
339,4,PV,0.05
340,4,PV,0.48
341,4,PV,0.02
342,4,PV,0.22
343,4,PV,0.06
344,4,PV,0.64
345,4,PV,0.07
346,4,PV,0.4
347,4,PV,0.03
348,4,PV,0.41
349,4,PV,0.06
350,4,PV,0.31
351,4,PV,0.07
352,4,PV,0.6
353,4,PV,0.24
354,4,PV,0.03
355,4,PV,0.49
356,4,PV,0.05
357,4,PV,0.59
358,4,PV,0.08
359,4,PV,0.08
360,4,PV,0.67
361,4,PV,0.06
362,4,PV,0.51
363,4,PV,0.02
364,4,PV,0.12
365,4,PV,0.27
366,4,PV,0.06
367,4,PV,0.54
368,4,PV,0.07
369,4,PV,0.44
370,4,PV,0.04
371,4,PV,0.58
372,4,PV,0.07
373,4,PV,0.39
374,4,PV,0.43
375,4,PV,0.01
376,4,PV,0.03
377,4,PV,0.49
378,4,PV,0.09
379,4,PV,0.09
380,4,PV,0.57
381,4,PV,0.05
382,4,PV,0.64
383,4,PV,0.11
384,4,PV,0.06
385,4,PV,0.65
386,4,PV,0.03
387,4,PV,0.52
388,4,PV,0.05
389,4,PV,0.65
390,4,PV,0.05
391,4,PV,0.53
392,4,PV,0.08
393,4,PV,0.45
394,4,PV,0.08
395,4,PV,0.56
396,4,PV,0.04
397,4,PV,0.38
398,4,PV,0.01
399,4,PV,0.11
400,4,PV,0.56
401,4,PV,0.07
402,4,PV,0.46
403,4,PV,0.03
404,4,PV,0.42
405,4,PV,0.01
406,4,PV,0.34
407,4,PV,0.02
408,4,PV,0.41
409,4,PV,0.06
410,4,PV,0.49
411,4,PV,0.05
412,4,PV,0.61
413,4,PV,0.05
414,4,PV,0.69
415,4,PV,0.08
416,4,PV,0.62
417,4,PV,0.06
418,4,PV,0.59
419,4,PV,0.04
420,4,PV,0.46
421,4,PV,0.07
422,4,PV,0.06
423,4,PV,0.58
424,4,PV,0.06
425,4,PV,0.65
426,4,PV,0.07
427,4,PV,0.67
428,4,PV,0.05
429,4,PV,0.28
430,4,PV,0.07
431,4,PV,0.02
432,4,PV,0.45
433,4,PV,0.06
434,4,PV,0.51
435,4,PV,0.04
436,4,PV,0.6
437,4,PV,0.07
438,4,PV,0.61
439,4,PV,0.04
440,4,PV,0.42
441,4,PV,0.02
442,4,PV,0.49
443,4,PV,0.06
444,4,PV,0.63
445,4,PV,0.04
446,4,PV,0.28
447,4,PV,0.02
448,4,PV,0.34
449,4,PV,0.04
450,4,PV,0.32
